RegionID,SizeRank,RegionName,State,Date,Median House Value,Inflation Rate,Housing Market Supply,Rental Price Index,Unemployment Rate,,,City,Average Market Rental
6915,4,San Antonio,TX,8/31/2023,"$259,998 ",3.70%,767.38396,1435.45,4.1,,,,
6915,4,San Antonio,TX,9/30/2023,"$259,556 ",3.70%,1341.17009,1430.66,3.8,,,,
6915,4,San Antonio,TX,10/31/2023,"$258,720 ",3.20%,1804.18479,1423.14,3.6,,,,
6915,4,San Antonio,TX,11/30/2023,"$257,469 ",3.10%,992.6679,1416.74,3.4,,,,
6915,4,San Antonio,TX,12/31/2023,"$255,976 ",3.40%,674.99434,1413.34,3.3,,,,
6915,4,San Antonio,TX,1/31/2024,"$254,886 ",3.10%,1319.73131,1413.28,3.8,,,,
6915,4,San Antonio,TX,2/29/2024,"$254,320 ",3.20%,1134.58695,1414.37,4,,,,
6915,4,San Antonio,TX,3/31/2024,"$254,482 ",3.50%,1026.64315,1419.31,3.7,,,,
6915,4,San Antonio,TX,4/30/2024,"$254,805 ",3.40%,1155.40087,1427.99,3.3,,,,
6915,4,San Antonio,TX,5/31/2024,"$254,783 ",3.30%,1468.20954,1433.95,3.5,,,,
6915,4,San Antonio,TX,6/30/2024,"$254,405 ",3.00%,1025.55049,1436.63,4.2,,,,
6915,4,San Antonio,TX,7/31/2024,"$253,528 ",2.90%,1149.95111,1438.44,4.2,,,,
6915,4,San Antonio,TX,8/31/2024,"$252,728 ",2.50%,1155.01221,1437.26,4.1,,,,
6915,4,San Antonio,TX,9/30/2024,"$251,916 ",2.40%,988.51163,1431.54,3.8,,,,
6915,4,San Antonio,TX,10/31/2024,"$251,163 ",2.60%,1389.54776,1416.32,3.9,,,,
6915,4,San Antonio,TX,11/30/2024,"$250,356 ",2.70%,1339.99918,1406.72,3.9,,,,
6915,4,San Antonio,TX,12/31/2024,"$249,819 ",2.90%,1453.9535,1401.03,3.4,,,,
